,title,link,year,rating,runtime_mins,genres,votes,metascore,gross,synopsis
116,A Clockwork Orange,https://www.imdb.com//title/tt0066921/,1971,8.3,136,"['Crime', 'Drama', 'Sci-Fi']",772357,77.0,$6.21M,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
117,Anand,https://www.imdb.com//title/tt0066763/,1971,8.3,122,"['Drama', 'Musical']",31958,,,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
118,2001: A Space Odyssey,https://www.imdb.com//title/tt0062622/,1968,8.3,149,"['Adventure', 'Sci-Fi']",616925,84.0,$56.95M,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000."
119,To Kill a Mockingbird,https://www.imdb.com//title/tt0056592/,1962,8.3,129,"['Crime', 'Drama']",298560,88.0,,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice."
120,Lawrence of Arabia,https://www.imdb.com//title/tt0056172/,1962,8.3,228,"['Adventure', 'Biography', 'Drama']",273618,100.0,$44.82M,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
121,The Apartment,https://www.imdb.com//title/tt0053604/,1960,8.3,125,"['Comedy', 'Drama', 'Romance']",168207,94.0,$18.60M,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
122,North by Northwest,https://www.imdb.com//title/tt0053125/,1959,8.3,136,"['Adventure', 'Mystery', 'Thriller']",305053,98.0,$13.28M,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.
123,Vertigo,https://www.imdb.com//title/tt0052357/,1958,8.3,128,"['Mystery', 'Romance', 'Thriller']",372830,100.0,$3.20M,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.
124,Singin' in the Rain,https://www.imdb.com//title/tt0045152/,1952,8.3,103,"['Comedy', 'Musical', 'Romance']",223981,99.0,$8.82M,A silent film production company and cast make a difficult transition to sound.
125,Ikiru,https://www.imdb.com//title/tt0044741/,1952,8.3,143,['Drama'],70987,,$0.06M,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.
126,Bicycle Thieves,https://www.imdb.com//title/tt0040522/,1948,8.3,89,['Drama'],150663,,$0.33M,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it."
127,Double Indemnity,https://www.imdb.com//title/tt0036775/,1944,8.3,107,"['Crime', 'Drama', 'Film-Noir']",146726,95.0,$5.72M,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.
128,Citizen Kane,https://www.imdb.com//title/tt0033467/,1941,8.3,119,"['Drama', 'Mystery']",413929,100.0,$1.59M,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'."
129,M,https://www.imdb.com//title/tt0022100/,1931,8.3,117,"['Crime', 'Mystery', 'Thriller']",146941,,$0.03M,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
130,Metropolis,https://www.imdb.com//title/tt0017136/,1927,8.3,153,"['Drama', 'Sci-Fi']",163285,98.0,$1.24M,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
131,The Kid,https://www.imdb.com//title/tt0012349/,1921,8.3,68,"['Comedy', 'Drama', 'Family']",116903,,$5.45M,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy."
132,Uri: The Surgical Strike,https://www.imdb.com//title/tt8291224/,2018,8.2,138,"['Action', 'Drama', 'War']",46096,,$4.19M,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
133,Andhadhun,https://www.imdb.com//title/tt8108198/,2018,8.2,139,"['Crime', 'Drama', 'Music']",78091,,$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
134,K.G.F,https://www.imdb.com//title/tt7838252/,2018,8.2,156,"['Action', 'Crime', 'Drama']",41903,,,"In the 1970s, a fierce rebel rises against brutal oppression and becomes the symbol of hope to legions of downtrodden people."
135,Green Book,https://www.imdb.com//title/tt6966692/,2018,8.2,130,"['Biography', 'Comedy', 'Drama']",409270,69.0,$85.08M,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.
136,A Silent Voice,https://www.imdb.com//title/tt5323662/,2016,8.2,130,"['Animation', 'Drama', 'Romance']",56348,78.0,,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
137,Talvar,https://www.imdb.com//title/tt4934950/,2015,8.2,132,"['Crime', 'Drama', 'Mystery']",32348,,$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
138,Baahubali 2: The Conclusion,https://www.imdb.com//title/tt4849438/,2017,8.2,167,"['Action', 'Drama']",78624,,$20.19M,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom."
139,Klaus,https://www.imdb.com//title/tt4729430/,2019,8.2,96,"['Animation', 'Adventure', 'Comedy']",114130,65.0,,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
140,Drishyam,https://www.imdb.com//title/tt4430212/,2015,8.2,163,"['Crime', 'Drama', 'Mystery']",74411,,$0.74M,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
141,Queen,https://www.imdb.com//title/tt3322420/,2013,8.2,146,"['Adventure', 'Comedy', 'Drama']",61893,,$1.43M,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
142,Tangerines,https://www.imdb.com//title/tt2991224/,2013,8.2,87,"['Drama', 'War']",42782,73.0,$0.14M,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
143,Bhaag Milkha Bhaag,https://www.imdb.com//title/tt2356180/,2013,8.2,186,"['Biography', 'Drama', 'Sport']",62804,,$1.63M,The truth behind the ascension of Milkha Singh who was scarred because of the India-Pakistan partition.
144,Gangs of Wasseypur,https://www.imdb.com//title/tt1954470/,2012,8.2,321,"['Action', 'Comedy', 'Crime']",86511,89.0,,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
145,Paan Singh Tomar,https://www.imdb.com//title/tt1620933/,2012,8.2,135,"['Action', 'Biography', 'Crime']",34200,,$0.04M,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
146,Zindagi Na Milegi Dobara,https://www.imdb.com//title/tt1562872/,2011,8.2,155,"['Comedy', 'Drama']",70437,,$3.11M,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.
147,The Secret in Their Eyes,https://www.imdb.com//title/tt1305806/,2009,8.2,129,"['Drama', 'Mystery', 'Romance']",197663,80.0,$6.39M,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.
148,Shutter Island,https://www.imdb.com//title/tt1130884/,2010,8.2,138,"['Mystery', 'Thriller']",1167351,63.0,$128.01M,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane."
149,Up,https://www.imdb.com//title/tt1049413/,2009,8.2,96,"['Animation', 'Adventure', 'Comedy']",957669,88.0,$293.00M,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway."
150,Miracle in Cell No. 7,https://www.imdb.com//title/tt10431500/,2019,8.2,132,['Drama'],39965,,,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).
151,Article 15,https://www.imdb.com//title/tt10324144/,2019,8.2,130,"['Crime', 'Drama', 'Mystery']",25785,,,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination."
152,The Wolf of Wall Street,https://www.imdb.com//title/tt0993846/,2013,8.2,180,"['Biography', 'Crime', 'Drama']",1231777,75.0,$116.90M,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
153,Chak De! India,https://www.imdb.com//title/tt0871510/,2007,8.2,153,"['Drama', 'Family', 'Sport']",75852,68.0,$1.11M,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds."
154,There Will Be Blood,https://www.imdb.com//title/tt0469494/,2007,8.2,158,['Drama'],532109,93.0,$40.22M,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
155,Pan's Labyrinth,https://www.imdb.com//title/tt0457430/,2006,8.2,118,"['Drama', 'Fantasy', 'War']",629591,98.0,$37.63M,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world."
156,Toy Story 3,https://www.imdb.com//title/tt0435761/,2010,8.2,103,"['Animation', 'Adventure', 'Comedy']",772846,92.0,$415.00M,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
157,Black,https://www.imdb.com//title/tt0375611/,2005,8.2,122,['Drama'],33796,,$0.73M,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world."
158,Batman Begins,https://www.imdb.com//title/tt0372784/,2005,8.2,140,"['Action', 'Adventure']",1337626,70.0,$206.85M,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption."
159,"Swades: We, the People",https://www.imdb.com//title/tt0367110/,2004,8.2,210,['Drama'],85400,,$1.22M,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
160,Downfall,https://www.imdb.com//title/tt0363163/,2004,8.2,156,"['Biography', 'Drama', 'History']",337092,82.0,$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
161,Howl's Moving Castle,https://www.imdb.com//title/tt0347149/,2004,8.2,119,"['Animation', 'Adventure', 'Family']",347413,80.0,$4.71M,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle."
162,A Beautiful Mind,https://www.imdb.com//title/tt0268978/,2001,8.2,135,"['Biography', 'Drama']",867890,72.0,$170.74M,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish."
163,Hera Pheri,https://www.imdb.com//title/tt0242519/,2000,8.2,156,"['Action', 'Comedy', 'Crime']",59632,,,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
164,"Lock, Stock and Two Smoking Barrels",https://www.imdb.com//title/tt0120735/,1998,8.2,107,"['Action', 'Comedy', 'Crime']",545863,66.0,$3.90M,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
165,L.A. Confidential,https://www.imdb.com//title/tt0119488/,1997,8.2,138,"['Crime', 'Drama', 'Mystery']",542477,90.0,$64.62M,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
